smiles,logK1,metal_type,n_atoms,n_dative_bonds,donor_elements,n_measurements
O=C(O)CC(C(=O)O)N1->[Ho+3]<-N(C(CC(=O)O)C(=O)O)CC1,13.6,Ho,21,2,N,1
O=C(O)CC(C(=O)O)N1->[Ho+3]<-O=C(O)CC1C(=O)O,11.78,Ho,18,2,N+O,1
O=C(O)CC(C(=O)O)N1->[La+3]<-N(C(CC(=O)O)C(=O)O)CC(O)C1,9.29,La,23,2,N,1
O=C(O)CC(C(=O)O)N1->[La+3]<-N(C(CC(=O)O)C(=O)O)CC1,11.98,La,21,2,N,1
O=C(O)CC(C(=O)O)N1->[La+3]<-O=C(O)CC1C(=O)O,10.93,La,18,2,N+O,1
O=C(O)CC(C(=O)O)N1->[Lu+3]<-N(C(CC(=O)O)C(=O)O)CC(O)C1,12.15,Lu,23,2,N,1
O=C(O)CC(C(=O)O)N1->[Lu+3]<-O=C(O)CC1C(=O)O,12.25,Lu,18,2,N+O,1
O=C(O)CC(C(=O)O)N1->[Mg+2]<-N(C(CC(=O)O)C(=O)O)CC(O)C1,3.67,Mg,23,2,N,1
O=C(O)CC(C(=O)O)N1->[Mg+2]<-N(C(CC(=O)O)C(=O)O)CC1,5.81,Mg,21,2,N,2
O=C(O)CC(C(=O)O)N1->[Mg+2]<-O=C(O)CC1C(=O)O,5.51,Mg,18,2,N+O,2
O=C(O)CC(C(=O)O)N1->[Mn+2]<-N(C(CC(=O)O)C(=O)O)CC1,8.57,Mn,21,2,N,1
O=C(O)CC(C(=O)O)N1->[Mn+2]<-Nc2ccc1cc2,1.22,Mn,17,2,N,1
O=C(O)CC(C(=O)O)N1->[Nd+3]<-N(C(CC(=O)O)C(=O)O)CC(O)C1,10.21,Nd,23,2,N,1
O=C(O)CC(C(=O)O)N1->[Nd+3]<-N(C(CC(=O)O)C(=O)O)CC1,13.03,Nd,21,2,N,1
O=C(O)CC(C(=O)O)N1->[Nd+3]<-O=C(O)CC1C(=O)O,12.38,Nd,18,2,N+O,1
O=C(O)CC(C(=O)O)N1->[Ni+2]<-N(C(CC(=O)O)C(=O)O)CC1,16.7,Ni,21,2,N,1
O=C(O)CC(C(=O)O)N1->[Ni+2]<-NCC1=O,4.48,Ni,14,2,N,2
O=C(O)CC(C(=O)O)N1->[Ni+2]<-Nc2ccc1cc2,1.44,Ni,17,2,N,1
O=C(O)CC(C(=O)O)N1->[Pr+3]<-N(C(CC(=O)O)C(=O)O)CC(O)C1,9.9,Pr,23,2,N,1
O=C(O)CC(C(=O)O)N1->[Pr+3]<-N(C(CC(=O)O)C(=O)O)CC1,12.96,Pr,21,2,N,1
O=C(O)CC(C(=O)O)N1->[Pr+3]<-O=C(O)CC1C(=O)O,11.5,Pr,18,2,N+O,1
O=C(O)CC(C(=O)O)N1->[Sm+3]<-N(C(CC(=O)O)C(=O)O)CC(O)C1,11.1,Sm,23,2,N,1
O=C(O)CC(C(=O)O)N1->[Sm+3]<-N(C(CC(=O)O)C(=O)O)CC1,13.46,Sm,21,2,N,1
O=C(O)CC(C(=O)O)N1->[Sm+3]<-O=C(O)CC1C(=O)O,10.86,Sm,18,2,N+O,1
O=C(O)CC(C(=O)O)N1->[Sn+4]<-NCC1=O,7.51,Sn,14,2,N,1
O=C(O)CC(C(=O)O)N1->[Sr+2]<-N(C(CC(=O)O)C(=O)O)CC(O)C1,2.8,Sr,23,2,N,1
O=C(O)CC(C(=O)O)N1->[Sr+2]<-N(C(CC(=O)O)C(=O)O)CC1,3.7,Sr,21,2,N,1
O=C(O)CC(C(=O)O)N1->[Sr+2]<-O=C(O)CC1C(=O)O,3.365,Sr,18,2,N+O,2
O=C(O)CC(C(=O)O)N1->[Tb+3]<-N(C(CC(=O)O)C(=O)O)CC(O)C1,11.58,Tb,23,2,N,1
O=C(O)CC(C(=O)O)N1->[Tb+3]<-N(C(CC(=O)O)C(=O)O)CC1,13.51,Tb,21,2,N,1
O=C(O)CC(C(=O)O)N1->[Tb+3]<-O=C(O)CC1C(=O)O,11.95,Tb,18,2,N+O,1
O=C(O)CC(C(=O)O)N1->[Tm+3]<-N(C(CC(=O)O)C(=O)O)CC(O)C1,12.34,Tm,23,2,N,1
O=C(O)CC(C(=O)O)N1->[Tm+3]<-N(C(CC(=O)O)C(=O)O)CC1,14.0,Tm,21,2,N,1
O=C(O)CC(C(=O)O)N1->[Tm+3]<-O=C(O)CC1C(=O)O,11.32,Tm,18,2,N+O,1
O=C(O)CC(C(=O)O)N1->[Y+3]<-N(C(CC(=O)O)C(=O)O)CC(O)C1,11.05,Y,23,2,N,1
O=C(O)CC(C(=O)O)N1->[Y+3]<-N(C(CC(=O)O)C(=O)O)CC1,13.55,Y,21,2,N,1
O=C(O)CC(C(=O)O)N1->[Yb+3]<-N(C(CC(=O)O)C(=O)O)CC(O)C1,12.39,Yb,23,2,N,1
O=C(O)CC(C(=O)O)N1->[Yb+3]<-N(C(CC(=O)O)C(=O)O)CC1,14.13,Yb,21,2,N,1
O=C(O)CC(C(=O)O)N1->[Yb+3]<-O=C(O)CC1C(=O)O,11.49,Yb,18,2,N+O,1
O=C(O)CC(C(=O)O)N1->[Zn+2]<-NCC1=O,3.96,Zn,14,2,N,1
O=C(O)CC(C(=O)O)N1->[Zn+2]<-Nc2ccc1cc2,2.03,Zn,17,2,N,1
O=C(O)CC(C(=O)O)N12->[Gd+3]<-N(CC(=O)O)(CCN(CC(=O)O)CCN(CC(=O)O)CC1)CC2,27.2,Gd,33,2,N,1
O=C(O)CC(C(=O)O)[C@@H]1N->[Ca+2]<-O=C1O,0.6,Ca,14,2,N+O,1
O=C(O)CC(C(=O)O)[C@@H]1N->[Mg+2]<-O=C1O,0.92,Mg,14,2,N+O,1
O=C(O)CC(OC(C(=O)O)C1OC(C(=O)O)CC(O)=O->[AlH+3]<-O=C1O)C(=O)O,8.56,Al,27,2,O,1
O=C(O)CC(OC(C(=O)O)C1OC(C(=O)O)CC(O)=O->[Ca+2]<-O=C1O)C(=O)O,6.82,Ca,27,2,O,1
O=C(O)CC(OC(C(=O)O)C1OC(C(=O)O)CC(O)=O->[Cd+2]<-O=C1O)C(=O)O,6.8,Cd,27,2,O,1
O=C(O)CC(OC(C(=O)O)C1OC(C(=O)O)CC(O)=O->[Cu+2]<-O=C1O)C(=O)O,9.38,Cu,27,2,O,1
O=C(O)CC(OC(C(=O)O)C1OC(C(=O)O)CC(O)=O->[Fe+3]<-O=C1O)C(=O)O,20.96,Fe,27,2,O,1
O=C(O)CC(OC(C(=O)O)C1OC(C(=O)O)CC(O)=O->[Hg+2]<-O=C1O)C(=O)O,15.49,Hg,27,2,O,1
O=C(O)CC(OC(C(=O)O)C1OC(C(=O)O)CC(O)=O->[Mg+2]<-O=C1O)C(=O)O,4.53,Mg,27,2,O,1
O=C(O)CC(OC(C(=O)O)C1OC(C(=O)O)CC(O)=O->[Mn+2]<-O=C1O)C(=O)O,7.0,Mn,27,2,O,1
O=C(O)CC(OC(C(=O)O)C1OC(C(=O)O)CC(O)=O->[Ni+2]<-O=C1O)C(=O)O,8.28,Ni,27,2,O,1
O=C(O)CC(OC(C(=O)O)C1OC(C(=O)O)CC(O)=O->[Pb+2]<-O=C1O)C(=O)O,8.66,Pb,27,2,O,1
O=C(O)CC(OC(C(=O)O)C1OC(C(=O)O)CC(O)=O->[Zn+2]<-O=C1O)C(=O)O,8.07,Zn,27,2,O,1
O=C(O)CC1(P(=O)(O)O)CC(O)=O->[Cu+2]<-N1,11.53,Cu,15,2,N+O,1
O=C(O)CC1C(=O)N2(C(CC(=O)O)C(=O)O)->[Cd+2]<-N1CC2,2.8,Cd,20,2,N,1
O=C(O)CC1C(=O)N2(C(CC(=O)O)C(=O)O)->[Co+2]<-N1CC2,3.0,Co,20,2,N,1
O=C(O)CC1C(=O)N2(C(CC(=O)O)C(=O)O)->[Cu+2]<-N1CC2,5.58,Cu,20,2,N,1
O=C(O)CC1C(=O)N2(C(CC(=O)O)C(=O)O)->[Ni+2]<-N1CC2,3.52,Ni,20,2,N,2
O=C(O)CC1C(=O)N2(C(CC(=O)O)C(=O)O)->[Pb+2]<-N1CC2,3.45,Pb,20,2,N,1
O=C(O)CC1C(=O)N2(C(CC(=O)O)C(=O)O)->[Zn+2]<-N1CC2,2.52,Zn,20,2,N,1
O=C(O)CC1CC(O)=O->[Cd+2]<-N1,4.51,Cd,11,2,N+O,1
O=C(O)CC1CC(O)=O->[Co+2]<-N1,6.17,Co,11,2,N+O,1
O=C(O)CC1CC(O)=O->[Co+2]<-O=C(O)C1,1.89,Co,14,2,O,1
O=C(O)CC1CC(O)=O->[Cu+2]<-N1,10.45,Cu,11,2,N+O,1
O=C(O)CC1CC(O)=O->[Cu+2]<-O=C(O)C1,2.06,Cu,14,2,O,1
O=C(O)CC1CC(O)=O->[Mn+2]<-O=C(O)C1,1.72,Mn,14,2,O,1
O=C(O)CC1CC(O)=O->[Ni+2]<-N1,7.35,Ni,11,2,N+O,1
O=C(O)CC1CC(O)=O->[Ni+2]<-O=C(O)C1,1.9,Ni,14,2,O,1
O=C(O)CC1CC(O)=O->[Zn+2]<-N1,6.17,Zn,11,2,N+O,1
O=C(O)CC1CC(O)=O->[Zn+2]<-O=C(O)C1,2.01,Zn,14,2,O,1
O=C(O)CC1N->[Co+2]<-N(CC(=O)O)C1=O,4.1,Co,14,2,N,1
O=C(O)CC1N->[Cu+2]<-N(CC(=O)O)C1=O,7.815,Cu,14,2,N,2
O=C(O)CC1N->[Sn+4]<-N(CC(=O)O)C1=O,6.9,Sn,14,2,N,1
O=C(O)CCC(=O)N1->[Cd+2]<-n2ccccc21,2.8,Cd,15,2,N,1
O=C(O)CCC(=O)N1->[Co+2]<-N(C(=O)CCC(=O)O)CC1,5.335,Co,19,2,N,2
O=C(O)CCC(=O)N1->[Co+2]<-N(C(=O)CCC(=O)O)c2ccccc21,3.495,Co,23,2,N,2
O=C(O)CCC(=O)N1->[Co+2]<-n2ccccc21,2.95,Co,15,2,N,1
O=C(O)CCC(=O)N1->[Cu+2]<-N(C(=O)CCC(=O)O)CC1,9.34,Cu,19,2,N,1
O=C(O)CCC(=O)N1->[Cu+2]<-N(C(=O)CCC(=O)O)c2ccccc21,4.49,Cu,23,2,N,1
O=C(O)CCC(=O)N1->[Cu+2]<-n2ccccc21,4.61,Cu,15,2,N,1
O=C(O)CCC(=O)N1->[Fe+2]<-n2ccccc21,4.19,Fe,15,2,N,1
O=C(O)CCC(=O)N1->[Mn+2]<-N(C(=O)CCC(=O)O)CC1,5.1,Mn,19,2,N,1
O=C(O)CCC(=O)N1->[Mn+2]<-N(C(=O)CCC(=O)O)c2ccccc21,3.7,Mn,23,2,N,1
O=C(O)CCC(=O)N1->[Mn+2]<-n2ccccc21,2.72,Mn,15,2,N,1
O=C(O)CCC(=O)N1->[Ni+2]<-N(C(=O)CCC(=O)O)CC1,6.5,Ni,19,2,N,1
O=C(O)CCC(=O)N1->[Ni+2]<-N(C(=O)CCC(=O)O)c2ccccc21,4.26,Ni,23,2,N,1
O=C(O)CCC(=O)N1->[Ni+2]<-n2ccccc21,3.43,Ni,15,2,N,1
O=C(O)CCC(=O)N1->[Zn+2]<-n2ccccc21,3.33,Zn,15,2,N,1
O=C(O)CCC(C(=O)O)N1->[Ba+2]<-N(C(CCC(=O)O)C(=O)O)CC1,2.135,Ba,23,2,N,2
O=C(O)CCC(C(=O)O)N1->[Ba+2]<-NCC1=O,2.9,Ba,15,2,N,1
O=C(O)CCC(C(=O)O)N1->[Ca+2]<-N(C(CCC(=O)O)C(=O)O)CC1,2.645,Ca,23,2,N,2
O=C(O)CCC(C(=O)O)N1->[Ca+2]<-NCC1=O,3.3,Ca,15,2,N,2
O=C(O)CCC(C(=O)O)N1->[Cd+2]<-N(C(CCC(=O)O)C(=O)O)CC1,8.76,Cd,23,2,N,3
O=C(O)CCC(C(=O)O)N1->[Cd+2]<-NCC1=O,5.253,Cd,15,2,N,2
O=C(O)CCC(C(=O)O)N1->[Ce+3]<-N(C(CCC(=O)O)C(=O)O)CC1,7.36,Ce,23,2,N,2
O=C(O)CCC(C(=O)O)N1->[Co+2]<-N(C(CCC(=O)O)C(=O)O)CC1,10.59,Co,23,2,N,3
O=C(O)CCC(C(=O)O)N1->[Co+2]<-NCC1=O,8.13,Co,15,2,N,1
O=C(O)CCC(C(=O)O)N1->[Cr+3]<-N(C(CCC(=O)O)C(=O)O)CC1,11.88,Cr,23,2,N,1
O=C(O)CCC(C(=O)O)N1->[Cu+2]<-N(C(CCC(=O)O)C(=O)O)CC1,14.475,Cu,23,2,N,2
O=C(O)CCC(C(=O)O)N1->[Cu+2]<-N=C1,9.14,Cu,13,2,N,1
O=C(O)CCC(C(=O)O)N1->[Cu+2]<-NCC1=O,6.365,Cu,15,2,N,4
O=C(O)CCC(C(=O)O)N1->[Cu+2]<-[O-][N+](=O)c2ccc(cc2)CC1=O,2.1,Cu,23,2,N+O,1
O=C(O)CCC(C(=O)O)N1->[Dy+3]<-N(C(CCC(=O)O)C(=O)O)CC1,11.41,Dy,23,2,N,4
O=C(O)CCC(C(=O)O)N1->[Er+3]<-N(C(CCC(=O)O)C(=O)O)CC1,9.37,Er,23,2,N,3
O=C(O)CCC(C(=O)O)N1->[Eu+2]<-N(C(CCC(=O)O)C(=O)O)CC1,2.5,Eu,23,2,N,1
O=C(O)CCC(C(=O)O)N1->[Eu+3]<-N(C(CCC(=O)O)C(=O)O)CC1,10.48,Eu,23,2,N,2
O=C(O)CCC(C(=O)O)N1->[Fe+3]<-N(C(CCC(=O)O)C(=O)O)CC1,15.7,Fe,23,2,N,1
O=C(O)CCC(C(=O)O)N1->[Gd+3]<-N(C(CCC(=O)O)C(=O)O)CC1,10.91,Gd,23,2,N,4
O=C(O)CCC(C(=O)O)N1->[Hg+2]<-N(C(CCC(=O)O)C(=O)O)CC1,16.65,Hg,23,2,N,2
O=C(O)CCC(C(=O)O)N1->[Ho+3]<-N(C(CCC(=O)O)C(=O)O)CC1,11.37,Ho,23,2,N,2
O=C(O)CCC(C(=O)O)N1->[La+3]<-N(C(CCC(=O)O)C(=O)O)CC1,8.545,La,23,2,N,2
O=C(O)CCC(C(=O)O)N1->[Lu+3]<-N(C(CCC(=O)O)C(=O)O)CC1,12.24,Lu,23,2,N,4
O=C(O)CCC(C(=O)O)N1->[Mg+2]<-N(C(CCC(=O)O)C(=O)O)CC1,3.9,Mg,23,2,N,3
O=C(O)CCC(C(=O)O)N1->[Mg+2]<-NCC1=O,3.78,Mg,15,2,N,1
O=C(O)CCC(C(=O)O)N1->[Mn+2]<-N(C(CCC(=O)O)C(=O)O)CC1,5.96,Mn,23,2,N,2
O=C(O)CCC(C(=O)O)N1->[Nd+3]<-N(C(CCC(=O)O)C(=O)O)CC1,7.94,Nd,23,2,N,5
O=C(O)CCC(C(=O)O)N1->[Ni+2]<-N(C(CCC(=O)O)C(=O)O)CC1,12.77,Ni,23,2,N,3
O=C(O)CCC(C(=O)O)N1->[Ni+2]<-N=C1,5.94,Ni,13,2,N,1
O=C(O)CCC(C(=O)O)N1->[Ni+2]<-NCC1=O,9.34,Ni,15,2,N,1
O=C(O)CCC(C(=O)O)N1->[Pb+2]<-N(C(CCC(=O)O)C(=O)O)CC1,8.62,Pb,23,2,N,3
O=C(O)CCC(C(=O)O)N1->[Pb+2]<-NCC1=O,6.145,Pb,15,2,N,2
O=C(O)CCC(C(=O)O)N1->[Pd+2]<-N(C(CCC(=O)O)C(=O)O)CC1,13.4,Pd,23,2,N,1
O=C(O)CCC(C(=O)O)N1->[Pr+3]<-N(C(CCC(=O)O)C(=O)O)CC1,7.465,Pr,23,2,N,4
O=C(O)CCC(C(=O)O)N1->[Sm+3]<-N(C(CCC(=O)O)C(=O)O)CC1,8.3,Sm,23,2,N,5
O=C(O)CCC(C(=O)O)N1->[Sr+2]<-N(C(CCC(=O)O)C(=O)O)CC1,2.125,Sr,23,2,N,2
O=C(O)CCC(C(=O)O)N1->[Sr+2]<-NCC1=O,2.94,Sr,15,2,N,1
O=C(O)CCC(C(=O)O)N1->[Tb+3]<-N(C(CCC(=O)O)C(=O)O)CC1,11.19,Tb,23,2,N,4
O=C(O)CCC(C(=O)O)N1->[Tm+3]<-N(C(CCC(=O)O)C(=O)O)CC1,9.59,Tm,23,2,N,3
O=C(O)CCC(C(=O)O)N1->[Y+3]<-N(C(CCC(=O)O)C(=O)O)CC1,11.01,Y,23,2,N,2
O=C(O)CCC(C(=O)O)N1->[Yb+3]<-N(C(CCC(=O)O)C(=O)O)CC1,10.28,Yb,23,2,N,5
O=C(O)CCC(C(=O)O)N1->[Zn+2]<-N(C(CCC(=O)O)C(=O)O)CC1,10.25,Zn,23,2,N,3
O=C(O)CCC(C(=O)O)N1->[Zn+2]<-NCC1=O,5.64,Zn,15,2,N,2
O=C(O)CCC(C(=O)O)N1CCN(C(CCC(=O)O)C(=O)O)CCN2(C(CCC(=O)O)C(=O)O)->[Eu+3]<-N(C(CCC(=O)O)C(=O)O)(CC1)CC2,24.01,Eu,49,2,N,1
O=C(O)CCC(C(=O)O)N1CCN(C(CCC(=O)O)C(=O)O)CCN2(C(CCC(=O)O)C(=O)O)->[Gd+3]<-N(C(CCC(=O)O)C(=O)O)(CC1)CC2,24.03,Gd,49,2,N,1
O=C(O)CCC(C(=O)O)N1CCN(C(CCC(=O)O)C(=O)O)CCN2(C(CCC(=O)O)C(=O)O)->[Tb+3]<-N(C(CCC(=O)O)C(=O)O)(CC1)CC2,23.97,Tb,49,2,N,1
O=C(O)CCC1N->[Cu+2]<-N(CC(=O)O)C1=O,5.885,Cu,15,2,N,2
O=C(O)CCCCC1SCC2C1N1->[Ca+2]<-N2C1=O,-1.4,Ca,17,2,N,1
O=C(O)CCCCC1SCC2C1N1->[Cd+2]<-N2C1=O,-0.9,Cd,17,2,N,1
O=C(O)CCCCC1SCC2C1N1->[Mg+2]<-N2C1=O,-1.0,Mg,17,2,N,1
O=C(O)CCCCC1SCC2C1N1->[Zn+2]<-N2C1=O,-1.2,Zn,17,2,N,1
O=C(O)CCCCNC(=O)CN1->[Cu+2]<-NCC1=O,6.04,Cu,17,2,N,1
O=C(O)CCCCNC(=O)CN1->[Ni+2]<-NCC1=O,3.82,Ni,17,2,N,1
O=C(O)CCN1(CC(=O)O)->[Cd+2]<-O=C(O)CC1,5.6,Cd,16,2,N+O,1
O=C(O)CCN1(CC(=O)O)->[Co+2]<-O=C(O)CC1,7.9,Co,16,2,N+O,1
O=C(O)CCN1(CC(=O)O)->[Cu+2]<-O=C(O)CC1,11.9,Cu,16,2,N+O,1
O=C(O)CCN1(CC(=O)O)->[Mg+2]<-O=C(O)CC1,3.27,Mg,16,2,N+O,2
O=C(O)CCN1(CC(=O)O)->[Ni+2]<-O=C(O)CC1,9.1,Ni,16,2,N+O,1
O=C(O)CCN1(CC(=O)O)->[Zn+2]<-O=C(O)CC1,8.0,Zn,16,2,N+O,1
O=C(O)CCN1(CCC(=O)O)->[Cd+2]<-O=C(O)CC1,3.4,Cd,17,2,N+O,1
O=C(O)CCN1(CCC(=O)O)->[Co+2]<-O=C(O)CC1,4.8,Co,17,2,N+O,1
O=C(O)CCN1(CCC(=O)O)->[Cu+2]<-O=C(O)CC1,9.1,Cu,17,2,N+O,1
O=C(O)CCN1(CCC(=O)O)->[Mg+2]<-O=C(O)CC1,2.96,Mg,17,2,N+O,1
O=C(O)CCN1(CCC(=O)O)->[Ni+2]<-O=C(O)CC1,5.8,Ni,17,2,N+O,1
O=C(O)CCN1(CCC(=O)O)->[Zn+2]<-O=C(O)CC1,5.3,Zn,17,2,N+O,1
O=C(O)CCN1(CCO)->[Cd+2]<-O=C(O)CC1,2.9,Cd,15,2,N+O,1
O=C(O)CCN1(CCO)->[Co+2]<-O=C(O)CC1,4.4,Co,15,2,N+O,1
O=C(O)CCN1(CCO)->[Cu+2]<-O=C(O)CC1,8.4,Cu,15,2,N+O,1
O=C(O)CCN1(CCO)->[Ni+2]<-O=C(O)CC1,5.7,Ni,15,2,N+O,1
O=C(O)CCN1(CCO)->[Zn+2]<-O=C(O)CC1,4.6,Zn,15,2,N+O,1
O=C(O)CCN1(O)->[Cu+2]<-O=C(O)CC1,7.3,Cu,13,2,N+O,1
O=C(O)CCN1->[AlH+3]<-n2cccc3c(S(=O)(=O)O)cc1c(O)c32,11.88,Al,22,2,N,1
O=C(O)CCN1->[Ca+2]<-N(CCC(=O)O)CC1,1.0,Ca,15,2,N,1
O=C(O)CCN1->[Cd+2]<-N(CCC(=O)O)CC1,6.85,Cd,15,2,N,2
O=C(O)CCN1->[Cd+2]<-O=C(O)CC1,3.56,Cd,12,2,N+O,1
O=C(O)CCN1->[Co+2]<-N(CCC(=O)O)CC1,7.3,Co,15,2,N,3
O=C(O)CCN1->[Co+2]<-NCC1=O,3.05,Co,11,2,N,1
O=C(O)CCN1->[Co+2]<-NCCC1=O,3.0,Co,12,2,N,1
O=C(O)CCN1->[Co+2]<-O=C(O)CC1,4.92,Co,12,2,N+O,1
O=C(O)CCN1->[Cu+2]<-N(CCC(=O)O)CC1,15.1,Cu,15,2,N,3
O=C(O)CCN1->[Cu+2]<-NCC1=O,5.71,Cu,11,2,N,5
O=C(O)CCN1->[Cu+2]<-NCCC1=O,5.5,Cu,12,2,N,1
O=C(O)CCN1->[Cu+2]<-O=C(O)CC1,9.43,Cu,12,2,N+O,1
O=C(O)CCN1->[Fe+2]<-N(CCC(=O)O)CC1,6.3,Fe,15,2,N,1
O=C(O)CCN1->[Fe+3]<-N(CCC(=O)O)CC1,13.1,Fe,15,2,N,1
O=C(O)CCN1->[La+3]<-N(CCC(=O)O)CC1,5.8,La,15,2,N,1
O=C(O)CCN1->[Mg+2]<-N(CCC(=O)O)CC1,2.2,Mg,15,2,N,2
O=C(O)CCN1->[Mn+2]<-N(CCC(=O)O)CC1,3.4,Mn,15,2,N,1
O=C(O)CCN1->[Ni+2]<-N(CCC(=O)O)CC1,9.3,Ni,15,2,N,3
O=C(O)CCN1->[Ni+2]<-NCC1=O,4.09,Ni,11,2,N,4
O=C(O)CCN1->[Ni+2]<-NCCC1=O,3.94,Ni,12,2,N,1
O=C(O)CCN1->[Ni+2]<-O=C(O)CC1,6.16,Ni,12,2,N+O,1
O=C(O)CCN1->[Zn+2]<-N(CCC(=O)O)CC1,8.85,Zn,15,2,N,2
O=C(O)CCN1->[Zn+2]<-O=C(O)CC1,4.95,Zn,12,2,N+O,1
O=C(O)CCN1CCN2(CCC(=O)O)->[Ce+3]<-N(CCC(=O)O)(CCOCCOCC2)CC1,16.49,Ce,31,2,N,1
O=C(O)CCN1CCN2(CCC(=O)O)->[Co+2]<-N(CCC(=O)O)(CCOCCOCC2)CC1,16.87,Co,31,2,N,1
O=C(O)CCN1CCN2(CCC(=O)O)->[Cu+2]<-N(CCC(=O)O)(CCOCCOCC2)CC1,17.25,Cu,31,2,N,1
O=C(O)CCN1CCN2(CCC(=O)O)->[Eu+3]<-N(CCC(=O)O)(CC2)Cc2cccc(n2)C1,10.7,Eu,31,2,N,1
O=C(O)CCN1CCN2(CCC(=O)O)->[Eu+3]<-N(CCC(=O)O)(CCOCCOCC2)CC1,16.74,Eu,31,2,N,1
O=C(O)CCN1CCN2(CCC(=O)O)->[Gd+3]<-N(CCC(=O)O)(CCOCCOCC2)CC1,16.57,Gd,31,2,N,1
O=C(O)CCN1CCN2(CCC(=O)O)->[Ni+2]<-N(CCC(=O)O)(CCOCCOCC2)CC1,16.97,Ni,31,2,N,1
O=C(O)CCN1CCN2(CCC(=O)O)->[Yb+3]<-N(CCC(=O)O)(CCOCCOCC2)CC1,16.85,Yb,31,2,N,1
O=C(O)CCN1CCN2(CCC(=O)O)->[Zn+2]<-N(CCC(=O)O)(CCOCCOCC2)CC1,16.46,Zn,31,2,N,1
O=C(O)CCN1CCOCCN2(CCC(=O)O)->[Ce+3]<-N(CCC(=O)O)(CCOCC2)CC1,10.94,Ce,31,2,N,1
O=C(O)CCN1CCOCCN2(CCC(=O)O)->[Co+2]<-N(CCC(=O)O)(CCOCC2)CC1,13.61,Co,31,2,N,1
O=C(O)CCN1CCOCCN2(CCC(=O)O)->[Cu+2]<-N(CCC(=O)O)(CCOCC2)CC1,12.79,Cu,31,2,N,1
O=C(O)CCN1CCOCCN2(CCC(=O)O)->[Eu+3]<-N(CCC(=O)O)(CCOCC2)CC1,11.66,Eu,31,2,N,1
O=C(O)CCN1CCOCCN2(CCC(=O)O)->[Gd+3]<-N(CCC(=O)O)(CCOCC2)CC1,11.23,Gd,31,2,N,1
O=C(O)CCN1CCOCCN2(CCC(=O)O)->[Ni+2]<-N(CCC(=O)O)(CCOCC2)CC1,14.12,Ni,31,2,N,1
O=C(O)CCN1CCOCCN2(CCC(=O)O)->[Yb+3]<-N(CCC(=O)O)(CCOCC2)CC1,11.96,Yb,31,2,N,1
O=C(O)CCN1CCOCCN2(CCC(=O)O)->[Zn+2]<-N(CCC(=O)O)(CCOCC2)CC1,13.93,Zn,31,2,N,1
O=C(O)CCNC(=O)CN1->[Cu+2]<-NCC1=O,5.242,Cu,15,2,N,2
O=C(O)CCNC(=O)CN1->[Ni+2]<-NCC1=O,3.82,Ni,15,2,N,1
O=C(O)CCP1(=O)CCC(O)=O->[Cd+2]<-O=C(O)CC1,1.75,Cd,18,2,O,1
O=C(O)CCP1(=O)CCC(O)=O->[Cu+2]<-O=C(O)CC1,2.46,Cu,18,2,O,1
O=C(O)CCP1(=O)CCC(O)=O->[Ni+2]<-O=C(O)CC1,1.32,Ni,18,2,O,1
O=C(O)CCP1(=O)CCC(O)=O->[Pb+2]<-O=C(O)CC1,2.63,Pb,18,2,O,1
O=C(O)CCP1(=O)CCC(O)=O->[Zn+2]<-O=C(O)CC1,1.5,Zn,18,2,O,1
O=C(O)CCP1CCC(O)=O->[Cd+2]<-O=C(O)CC1,5.0,Cd,17,2,O,1
O=C(O)CCP1CCC(O)=O->[Ni+2]<-O=C(O)CC1,4.173,Ni,17,2,O,1
O=C(O)CCP1CCC(O)=O->[Pb+2]<-O=C(O)CC1,4.208,Pb,17,2,O,1
O=C(O)CCP1CCC(O)=O->[Zn+2]<-O=C(O)CC1,2.91,Zn,17,2,O,1
O=C(O)CCSC(SCCC(=O)O)C1SCCC(O)=O->[Ca+2]<-O=C(O)CCS1,2.59,Ca,27,2,O,1
O=C(O)CCSC(SCCC(=O)O)C1SCCC(O)=O->[Hg+2]<-O=C(O)CCS1,17.3,Hg,27,2,O,1
O=C(O)CCSC(SCCC(=O)O)C1SCCC(O)=O->[Mg+2]<-O=C(O)CCS1,1.92,Mg,27,2,O,1
O=C(O)CCSC(SCCC(=O)O)C1SCCC(O)=O->[Ni+2]<-O=C(O)CCS1,2.79,Ni,27,2,O,1
O=C(O)CCSC(SCCC(=O)O)C1SCCC(O)=O->[Zn+2]<-O=C(O)CCS1,3.0,Zn,27,2,O,1
O=C(O)CC[C@@H](C(=O)O)N1->[Cu+2]<-NCC1=O,6.32,Cu,15,2,N,1
O=C(O)CC[C@@H](C(=O)O)N1->[Cu+2]<-N[C@@H](CC(=O)O)C1=O,7.15,Cu,19,2,N,1
O=C(O)CC[C@@H](C(=O)O)N1->[Cu+2]<-N[C@@H](Cc2ccc(O)cc2)C1=O,11.824,Cu,23,2,N,1
O=C(O)CC[C@@H]1N->[Cu+2]<-N(CC(=O)O)C1=O,5.955,Cu,15,2,N,2
O=C(O)CC[C@@H]1N->[Cu+2]<-N([C@@H](CC(=O)O)C(=O)O)C1=O,6.89,Cu,19,2,N,1
O=C(O)CC[C@@H]1N->[Cu+2]<-N([C@@H](CCC(=O)O)C(=O)O)C1=O,6.65,Cu,20,2,N,1
